AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
64776.0,1250.551,452.9327,192.8921,0.9048,287.1852,,,,2.3481,0.5205,0.6341,0.007,0.003,,0.944,Kirmizi_Pistachio
77198.0,2368.8301,447.1309,,0.8195,313.5148,0.8671,89026.0,,1.7451,0.1729,0.7012,0.0058,0.0033,0.4916,0.858,Siit_Pistachio
98468.0,,474.5663,264.8584,0.8298,354.081,0.9854,,0.7473,,0.7532,0.7461,0.0048,0.0027,0.5567,0.9975,Siit_Pistachio
68796.0,,438.6945,236.2148,0.8427,295.9625,0.8664,79400.0,0.6519,1.8572,0.2373,,0.0064,0.0034,0.4551,0.8453,Kirmizi_Pistachio
76757.0,1188.41,464.0137,214.0684,0.8872,312.618,0.9786,,0.7225,2.1676,0.683,,0.006,0.0028,0.4539,0.9839,Kirmizi_Pistachio
62040.0,1254.078,387.2148,,0.7983,281.0548,0.863,71892.0,0.6587,1.6603,0.4957,0.7258,0.0062,0.0038,0.5268,0.8747,Kirmizi_Pistachio
97686.0,,474.3841,,0.7875,,0.8989,,,1.6226,0.239,0.7434,0.0049,0.003,0.5527,0.8968,Siit_Pistachio
80087.0,1251.524,469.3783,220.9344,0.8823,319.3273,0.9657,82929.0,0.7459,,0.6425,0.6803,0.0059,0.0028,0.4628,0.9833,Kirmizi_Pistachio
,1753.668,472.3795,225.9199,0.8782,319.5127,0.9139,87730.0,,,0.3276,0.6764,0.0059,0.0028,0.4575,0.9566,Kirmizi_Pistachio
83105.0,1610.722,394.7854,277.7661,0.7106,325.2885,0.9387,,0.7145,,0.4025,0.824,0.0048,0.0033,0.6789,0.9649,Siit_Pistachio
62771.0,1667.173,349.8025,248.3564,0.7042,282.7057,0.8771,,0.6776,1.4085,0.2838,0.8082,0.0056,,,,Kirmizi_Pistachio
96405.0,1220.413,477.7196,,0.8425,350.3522,0.9898,,0.7529,,0.8134,0.7334,0.005,0.0027,0.5379,0.9983,Siit_Pistachio
,1874.495,433.6876,254.111,,315.329,0.8875,87992.0,0.7048,1.7067,0.2793,0.7271,0.0056,0.0033,0.5287,0.9023,Kirmizi_Pistachio
59436.0,1029.428,368.6095,215.9985,0.8103,275.0932,0.9111,65234.0,0.69,1.7065,0.7048,0.7463,0.0062,0.0036,0.557,0.9505,Kirmizi_Pistachio
74408.0,1743.986,431.6846,238.0546,0.8342,307.7974,0.9321,79829.0,0.7392,1.8134,0.3074,0.713,0.0058,0.0032,0.5084,0.9219,Kirmizi_Pistachio
57245.0,1343.9561,393.1306,195.995,0.8669,269.9752,0.9151,62559.0,,2.0058,0.3983,0.6867,,0.0034,0.4716,0.9459,Kirmizi_Pistachio
98903.0,,477.2451,269.7676,,354.8622,0.9585,103181.0,0.7679,1.7691,0.6579,0.7436,0.0048,0.0027,0.5529,0.9781,Siit_Pistachio
77399.0,1586.882,434.9457,233.3175,0.8439,313.9227,0.9465,81776.0,0.7448,,0.3862,0.7218,0.0056,0.003,0.5209,0.9711,Kirmizi_Pistachio
67864.0,1104.248,434.8228,203.9181,0.8832,293.9509,,70443.0,0.7498,2.1323,,,0.0064,0.003,0.457,0.9745,Kirmizi_Pistachio
103937.0,,443.3288,313.2106,0.7077,363.7811,0.9485,109577.0,,1.4154,,0.8206,0.0043,,,0.9531,Siit_Pistachio
96857.0,1219.075,478.2539,259.9478,0.8394,351.1725,0.977,99135.0,0.7409,,0.819,0.7343,,0.0027,0.5392,0.992,Siit_Pistachio
79793.0,2403.011,457.6125,264.9783,0.8153,318.7407,0.8555,93276.0,0.6686,1.727,0.1736,0.6965,0.0057,0.0033,0.4852,0.8379,Kirmizi_Pistachio
81583.0,,479.0619,228.7762,0.8786,322.296,0.928,87911.0,,2.094,0.611,0.6728,0.0059,0.0028,0.4526,0.9478,Kirmizi_Pistachio
60324.0,,367.964,216.4043,0.8088,,,66748.0,0.7151,1.7004,0.2212,,0.0061,0.0036,0.5673,0.9646,Kirmizi_Pistachio
86300.0,1177.277,,245.8508,0.8371,331.4824,0.9889,,0.7397,1.828,0.7825,0.7376,0.0052,0.0028,0.5441,0.9945,Siit_Pistachio
83355.0,2005.079,472.6088,239.0048,0.8627,325.7773,,97191.0,0.6887,1.9774,0.2605,0.6893,,0.0029,0.4752,0.9396,Kirmizi_Pistachio
104832.0,1281.678,491.9515,272.1653,0.833,365.344,0.9907,105815.0,0.7499,1.8075,0.8019,,0.0047,0.0026,0.5515,0.9969,
86942.0,1170.254,471.8056,235.9569,0.866,,0.9904,87781.0,0.7366,1.9995,0.7978,,0.0054,0.0027,0.4973,0.9944,Kirmizi_Pistachio
81341.0,1399.952,466.1084,228.336,,321.8176,0.9204,88378.0,0.7105,2.0413,0.5215,0.6904,0.0057,0.0028,0.4767,0.9731,Kirmizi_Pistachio
90292.0,1163.0601,451.864,257.3315,0.822,339.0624,0.9882,91367.0,0.7616,,0.8388,0.7504,0.005,0.0028,0.563,0.9887,Siit_Pistachio
92225.0,2651.1111,481.0455,280.84,0.8119,342.6726,0.8696,106056.0,0.6737,1.7129,0.1649,0.7123,0.0052,0.003,0.5074,,Kirmizi_Pistachio
77579.0,1171.609,409.9445,244.976,0.8018,314.2875,0.9626,80590.0,0.763,1.6734,0.7102,0.7667,0.0053,0.0032,0.5878,0.9836,Siit_Pistachio
84681.0,2102.363,456.5261,285.0327,0.7811,328.3583,,97421.0,0.6568,1.6017,,,0.0054,0.0034,0.5173,0.8286,
55185.0,1044.981,395.2131,179.4567,0.891,265.0731,0.9702,56880.0,0.5562,,0.6351,,0.0072,0.0033,0.4499,0.9907,Kirmizi_Pistachio
67754.0,1375.658,377.8803,236.3956,0.7802,293.7126,0.9454,71667.0,0.6992,1.5985,0.4499,0.7773,0.0056,0.0035,0.6041,0.9657,Siit_Pistachio
65688.0,1333.7,394.94,216.5538,0.8363,289.1999,0.9664,67970.0,0.7766,1.8238,0.4641,0.7323,0.006,0.0033,0.5362,0.9779,Kirmizi_Pistachio
82563.0,,481.7438,224.5856,0.8847,324.226,0.9756,84632.0,0.7388,2.145,0.738,0.673,0.0058,0.0027,0.453,0.9716,Kirmizi_Pistachio
84778.0,,456.8828,269.2671,0.8079,328.5464,0.8754,96847.0,0.6745,1.6968,0.1866,0.7191,0.0054,0.0032,0.5171,0.8774,Kirmizi_Pistachio
74382.0,1105.4709,408.4984,234.6056,0.8186,307.7436,0.9853,75495.0,0.7684,1.7412,0.7649,,0.0055,0.0032,0.5675,0.9882,Siit_Pistachio
65314.0,1079.3459,411.7336,210.4937,0.8594,288.3754,0.9271,70446.0,0.7379,1.956,0.7045,0.7004,0.0063,0.0032,0.4906,0.9595,Kirmizi_Pistachio
67585.0,1496.235,413.2913,220.7577,0.8454,293.346,0.9099,74275.0,0.7371,,0.3794,0.7098,0.0061,,0.5038,0.9432,Kirmizi_Pistachio
72915.0,1150.063,457.8339,207.0641,,304.6937,0.9702,75155.0,0.7252,2.2111,0.6928,0.6655,0.0063,0.0028,0.4429,0.9793,Kirmizi_Pistachio
88017.0,1192.1689,460.0688,245.4256,0.8458,334.7637,,89265.0,0.7527,1.8746,0.7782,0.7276,,0.0028,0.5295,0.9925,Siit_Pistachio
76076.0,2272.136,446.1746,275.6479,0.7863,311.2282,0.8175,93056.0,0.6301,1.6186,0.1852,0.6975,0.0059,0.0036,0.4866,0.7876,Siit_Pistachio
66182.0,1127.674,407.3528,214.0756,0.8508,290.2853,0.9645,,0.7303,1.9028,0.654,0.7126,0.0062,,0.5078,0.9663,Kirmizi_Pistachio
98184.0,1463.168,434.3769,292.6472,0.739,353.57,0.9543,102890.0,0.7316,1.4843,0.5763,,0.0044,0.003,0.6625,0.9834,Siit_Pistachio
83401.0,1318.98,478.8155,227.3118,0.8801,325.8672,0.9623,86667.0,0.7568,2.1064,0.6024,0.6806,0.0057,0.0027,0.4632,0.9756,Kirmizi_Pistachio
68952.0,1107.358,419.7449,215.2063,0.8586,296.2979,0.9612,71738.0,0.7352,,0.7066,0.7059,,0.0031,0.4983,0.9719,Kirmizi_Pistachio
66019.0,,416.3206,211.2166,0.8617,289.9276,0.9078,72728.0,,,,0.6964,0.0063,0.0032,0.485,0.9559,Kirmizi_Pistachio
67866.0,1090.767,426.5773,,0.8753,293.9552,0.9765,,0.7316,2.0682,0.7168,0.6891,0.0063,0.003,0.4749,0.9821,Kirmizi_Pistachio
77691.0,1234.496,437.9553,242.6575,0.8325,314.5143,0.9337,83209.0,0.6518,1.8048,0.6406,,0.0056,0.0031,,0.9308,Kirmizi_Pistachio
77050.0,1725.632,438.9074,247.6871,0.8256,313.2141,0.8931,86274.0,0.7109,1.772,0.3252,0.7136,0.0057,0.0032,0.5093,0.9024,Kirmizi_Pistachio
72970.0,1205.598,467.1148,208.1608,0.8952,,0.9421,77457.0,0.7441,2.244,0.6309,0.6525,0.0064,0.0029,0.4258,0.9555,Kirmizi_Pistachio
82074.0,1908.745,394.2888,286.9658,0.6858,323.2644,0.9127,89920.0,0.7167,1.374,0.2831,0.8199,,0.0035,,,Siit_Pistachio
,1200.679,439.743,262.8702,0.8017,336.8112,0.9637,92450.0,,1.6729,0.7766,0.7659,0.0049,0.003,0.5866,,Siit_Pistachio
76819.0,1230.549,479.8747,207.406,0.9018,312.7443,0.9749,78795.0,0.7633,2.3137,0.6375,0.6517,0.0062,0.0027,0.4247,0.9827,Kirmizi_Pistachio
84124.0,1540.0909,424.5667,,0.7867,327.2766,0.9365,89831.0,0.7376,1.62,0.4457,0.7708,0.005,0.0031,0.5942,0.9626,Siit_Pistachio
72519.0,1069.9611,419.5137,224.9402,0.8441,303.8652,,,0.7489,1.865,0.796,0.7243,0.0058,0.0031,0.5246,0.9785,Kirmizi_Pistachio
78516.0,1735.157,430.8831,247.1158,0.8192,316.1798,0.8993,87307.0,0.6943,1.7436,0.3277,0.7338,,0.0031,0.5385,0.9389,Siit_Pistachio
88374.0,,456.4628,261.3537,0.8199,335.4419,0.9243,95615.0,0.7425,1.7465,0.7229,0.7349,0.0052,0.003,0.54,0.9432,Siit_Pistachio
84880.0,1458.657,475.3602,246.4661,0.8551,328.7439,0.9233,,0.706,1.9287,0.5013,0.6916,,0.0029,0.4783,0.9224,Kirmizi_Pistachio
71196.0,1283.203,459.1897,199.6058,0.9006,301.0807,0.9759,72955.0,0.7349,2.3005,0.5433,0.6557,0.0064,0.0028,0.4299,0.989,Kirmizi_Pistachio
88446.0,1305.201,494.5618,233.0013,0.8821,335.5785,0.9528,92825.0,0.734,2.1226,0.6524,0.6785,0.0056,0.0026,0.4604,0.9773,Kirmizi_Pistachio
64076.0,1009.698,374.4415,224.9661,0.7994,285.6293,0.9485,67552.0,0.6936,1.6644,0.7898,0.7628,0.0058,0.0035,0.5819,0.9685,Kirmizi_Pistachio
84309.0,1524.917,442.2157,246.1724,0.8307,327.6363,0.9648,87388.0,0.7535,,0.4556,0.7409,0.0052,0.0029,0.5489,0.9861,Siit_Pistachio
77755.0,1969.292,452.5568,232.9896,0.8573,314.6438,0.9318,83444.0,0.7154,1.9424,,0.6953,0.0058,0.003,0.4834,0.9389,Kirmizi_Pistachio
73898.0,,416.5414,226.8398,0.8387,306.7407,0.9905,74605.0,0.7268,,0.8173,0.7364,0.0056,0.0031,0.5423,,Siit_Pistachio
96825.0,1296.358,491.1752,270.524,,351.1145,0.9026,107270.0,0.7302,1.8156,0.724,0.7148,0.0051,0.0028,0.511,0.9278,Siit_Pistachio
67116.0,1140.54,444.1136,200.6192,0.8922,292.3264,0.9507,70594.0,0.7868,2.2137,0.6484,0.6582,0.0066,0.003,0.4333,0.9591,Kirmizi_Pistachio
70929.0,1181.103,409.9395,228.543,0.8302,300.5156,0.9574,,0.7485,1.7937,0.6389,0.7331,0.0058,0.0032,0.5374,0.9639,Kirmizi_Pistachio
69177.0,1083.002,413.9399,,0.8538,296.7809,0.9749,,0.7501,1.9206,0.7412,0.717,0.006,0.0031,0.514,0.9873,Kirmizi_Pistachio
71187.0,1247.153,429.8573,221.4667,0.8571,301.0616,0.9273,76772.0,0.7332,,0.5751,0.7004,0.006,0.0031,0.4905,0.9521,Kirmizi_Pistachio
85382.0,1297.9189,457.7093,255.0449,0.8304,329.7146,0.9054,94302.0,0.6732,1.7946,0.6369,,0.0054,0.003,0.5189,0.9313,Kirmizi_Pistachio
81632.0,1301.9969,445.4909,235.2594,0.8492,322.3928,0.9739,83820.0,0.7546,1.8936,0.6051,0.7237,0.0055,0.0029,0.5237,0.9917,Siit_Pistachio
99916.0,1209.9,,282.0072,0.7929,356.6749,0.9698,103024.0,0.7865,1.6411,0.8577,0.7707,0.0046,0.0028,0.5939,0.9747,Siit_Pistachio
89516.0,1381.541,472.1266,247.1898,0.852,337.6023,0.9558,93654.0,0.7111,,0.5894,0.7151,0.0053,0.0028,0.5113,,Kirmizi_Pistachio
85519.0,1200.821,480.6819,240.4698,0.8659,329.979,0.9254,92409.0,0.7129,1.9989,0.7453,0.6865,0.0056,0.0028,0.4713,0.942,Siit_Pistachio
77225.0,1100.786,426.2652,247.1006,0.8148,313.5696,0.9368,82438.0,0.7536,1.7251,0.8009,0.7356,0.0055,0.0032,0.5411,0.9335,Kirmizi_Pistachio
101599.0,,487.0624,271.6787,0.83,359.6663,0.9576,106092.0,0.7511,1.7928,0.4552,0.7384,0.0048,0.0027,0.5453,0.9776,Siit_Pistachio
,1838.485,456.933,273.6105,0.8009,,0.9115,,0.7144,1.67,0.3387,,0.005,0.003,0.5555,0.9277,Siit_Pistachio
86209.0,1154.542,,255.8428,0.8035,331.3076,0.9904,87043.0,0.7687,1.6797,0.8127,0.7709,0.005,0.003,0.5943,0.9983,Siit_Pistachio
78944.0,1628.963,469.9442,223.7349,0.8794,317.0404,0.9402,83961.0,0.5856,2.1005,0.3739,0.6746,,0.0028,0.4551,0.956,Kirmizi_Pistachio
100408.0,1271.1169,482.7968,265.6297,0.835,357.552,,101444.0,0.7655,1.8176,0.7809,0.7406,0.0048,0.0026,,0.9969,Siit_Pistachio
75150.0,1189.772,416.1808,233.3825,0.828,,0.9784,76812.0,0.6388,1.7833,0.6671,,0.0055,0.0031,0.5524,0.9851,Siit_Pistachio
63091.0,1058.692,412.6924,199.5693,0.8753,283.4254,0.9611,65645.0,0.762,2.0679,0.7074,0.6868,0.0065,0.0032,0.4717,0.9753,Kirmizi_Pistachio
82943.0,2218.355,,262.8643,0.8042,324.9713,0.8947,92706.0,0.6729,1.6824,0.2118,0.7348,0.0053,0.0032,0.54,0.9085,Siit_Pistachio
86038.0,1167.261,451.067,244.4383,0.8404,330.9788,0.9859,87269.0,0.7689,1.8453,0.7935,0.7338,0.0052,0.0028,0.5384,0.9936,Siit_Pistachio
83168.0,1869.397,462.2682,242.8848,0.8508,325.4117,0.9215,90248.0,,1.9032,0.2991,0.7039,0.0056,0.0029,0.4955,0.9431,Kirmizi_Pistachio
88204.0,1245.297,493.2088,241.7178,0.8717,335.1191,,93394.0,0.75,2.0404,0.7147,0.6795,0.0056,0.0027,0.4617,0.942,Kirmizi_Pistachio
88620.0,1236.828,507.9565,230.1016,0.8915,335.9084,0.9564,92660.0,0.6952,2.2075,0.728,0.6613,0.0057,0.0026,0.4373,0.9654,Kirmizi_Pistachio
80612.0,1197.541,483.2171,216.3889,0.8941,,0.9816,82122.0,0.8032,2.2331,0.7064,0.663,0.006,0.0027,,0.9816,Kirmizi_Pistachio
104872.0,1330.42,492.244,274.5856,0.83,365.4137,0.9675,108394.0,0.7543,1.7927,0.7445,0.7423,,0.0026,0.5511,0.9879,
77051.0,1327.001,436.2471,231.9583,0.8469,313.2162,0.9448,81553.0,0.7105,1.8807,0.5499,0.718,0.0057,0.003,,0.9695,Kirmizi_Pistachio
79828.0,,,217.3577,0.8976,318.8105,0.9432,84633.0,0.6945,2.2688,0.6486,0.6465,0.0062,0.0027,,0.9482,Kirmizi_Pistachio
57664.0,1242.043,395.9021,191.1816,0.8757,,0.9284,62109.0,0.7336,2.0708,0.4697,0.6844,0.0069,0.0033,0.4684,0.97,Kirmizi_Pistachio
75881.0,1112.911,445.0782,222.8896,0.8656,310.829,0.9603,79014.0,0.7528,1.9969,0.7699,,0.0059,0.0029,0.4877,0.9739,Kirmizi_Pistachio
80715.0,1144.972,458.5215,228.5621,0.8669,320.5769,0.9723,,0.7613,2.0061,0.7737,,,0.0028,0.4888,,Kirmizi_Pistachio
106692.0,,,268.812,0.8479,368.5709,0.9878,108012.0,0.6352,1.8862,0.8036,0.7269,0.0048,0.0025,0.5284,0.9967,Siit_Pistachio
79538.0,1222.442,465.5429,225.9824,0.8743,318.2309,0.9577,83048.0,0.7045,2.0601,0.6688,0.6836,0.0059,0.0028,0.4673,0.9626,Kirmizi_Pistachio
97271.0,,448.8566,279.6284,0.7822,351.9223,0.9919,98070.0,0.743,,0.8846,0.784,0.0046,0.0029,0.6147,,Siit_Pistachio
61827.0,1119.1331,425.9982,191.7028,0.893,280.5719,,64856.0,0.7133,2.2222,0.6203,0.6586,0.0069,0.0031,0.4338,0.9639,Kirmizi_Pistachio
53305.0,,391.9669,,0.8865,260.5188,0.9008,59173.0,0.6715,2.1608,0.362,0.6646,0.0074,0.0034,0.4418,0.9545,Kirmizi_Pistachio
91237.0,2107.1909,447.5612,272.9561,0.7925,340.8322,0.9314,97957.0,0.7562,,0.2582,0.7615,0.0049,0.003,0.5799,0.9509,Siit_Pistachio
69549.0,1129.2841,467.1565,193.0683,0.9106,297.5778,0.9697,71722.0,,2.4196,0.6853,0.637,0.0067,0.0028,0.4058,0.9818,Kirmizi_Pistachio
85876.0,1153.936,457.1008,240.745,0.8501,330.6671,0.9919,86580.0,0.7176,1.8987,0.8104,0.7234,0.0053,0.0028,0.5233,0.9936,Siit_Pistachio
72479.0,1133.733,447.9656,220.6381,0.8703,303.7814,0.9091,79728.0,0.6822,2.0303,0.7086,0.6781,,0.003,0.4599,0.9337,Kirmizi_Pistachio
87912.0,,461.3889,243.143,0.8499,334.5639,0.9879,88991.0,0.7591,1.8976,,0.7251,,0.0028,0.5258,,Siit_Pistachio
,1399.844,441.3551,231.3814,0.8516,313.8456,0.9545,,0.6335,1.9075,,0.7111,0.0057,0.003,0.5057,0.9645,Kirmizi_Pistachio
81224.0,1304.1281,474.4166,223.6945,0.8819,321.5861,0.9679,83918.0,,2.1208,0.6001,0.6779,0.0058,0.0028,0.4595,0.9745,Kirmizi_Pistachio
85638.0,2086.708,456.2328,269.5458,0.8068,330.2086,0.8701,98419.0,,1.6926,0.2471,0.7238,0.0053,0.0031,0.5238,0.8867,Siit_Pistachio
79226.0,1333.696,443.5668,236.3535,0.8462,317.6062,0.9624,,0.767,1.8767,0.5597,0.716,0.0056,0.003,0.5127,0.9622,Kirmizi_Pistachio
,1233.349,462.5748,,0.8046,355.8672,,100522.0,0.7457,1.684,0.8217,0.7693,,0.0028,0.5919,0.9967,Siit_Pistachio
86614.0,1269.701,510.1183,219.445,0.9027,332.0849,0.9663,89631.0,0.7489,2.3246,0.6751,0.651,0.0059,0.0025,0.4238,0.9851,Kirmizi_Pistachio
54322.0,1569.199,363.6869,217.1759,0.8021,262.9922,0.8557,63481.0,0.6645,1.6746,0.2772,,0.0067,0.004,0.5229,0.8757,Kirmizi_Pistachio
,,450.2493,270.8279,0.7989,341.0768,0.931,98138.0,0.7673,1.6625,0.3333,0.7575,0.0049,0.003,0.5738,,Siit_Pistachio
75940.0,1220.275,458.5528,216.1874,0.8819,310.9499,0.9562,79418.0,0.7602,2.1211,0.6409,0.6781,0.006,,0.4598,0.9754,Kirmizi_Pistachio
92427.0,,413.4279,294.1143,0.7028,343.0477,0.9363,98713.0,0.7658,1.4057,0.4637,0.8298,0.0045,0.0032,0.6885,0.9678,Siit_Pistachio
67548.0,1454.442,451.5638,195.3711,0.9016,293.2657,0.9361,72158.0,0.699,2.3113,0.4013,0.6494,0.0067,0.0029,0.4218,0.9749,Kirmizi_Pistachio
79179.0,1101.115,434.6501,232.7365,0.8446,317.5119,0.991,79902.0,0.8006,1.8676,0.8206,0.7305,0.0055,0.0029,0.5336,0.9966,Kirmizi_Pistachio
73740.0,2042.679,424.248,,0.8006,306.4126,0.8627,85475.0,0.6777,1.669,0.2221,0.7222,0.0058,0.0034,0.5216,0.8706,Kirmizi_Pistachio
95857.0,1916.952,419.3987,317.5701,0.6532,349.355,0.9037,106074.0,0.6913,1.3206,0.3278,,0.0044,0.0033,0.6939,0.9164,Siit_Pistachio
94993.0,1188.796,453.7733,,0.8062,347.777,0.9916,95799.0,,1.6903,0.8447,,0.0048,,0.5874,0.9929,Siit_Pistachio
77803.0,2034.995,455.4354,270.3713,0.8047,314.7409,0.7967,,0.6716,1.6845,0.2361,0.6911,0.0059,0.0035,0.4776,0.8045,
108521.0,1563.876,460.6884,306.4981,0.7466,371.7166,0.956,113510.0,0.7458,1.5031,0.5576,0.8069,,0.0028,,0.9786,Siit_Pistachio
84344.0,,,243.4623,0.8434,327.7043,0.967,87226.0,0.7708,,0.7441,0.7231,0.0054,0.0029,0.5229,0.9733,Kirmizi_Pistachio
77564.0,1167.126,,219.8952,,314.2571,0.9632,80531.0,,2.0894,0.7155,,0.0059,0.0028,0.4678,0.9775,Kirmizi_Pistachio
70508.0,1172.8311,415.4944,217.7195,,299.6224,0.9759,72251.0,0.7533,,0.6441,0.7211,0.0059,0.0031,0.52,0.9924,Siit_Pistachio
90674.0,1205.551,463.2462,250.5961,0.8411,339.7789,0.9816,92375.0,0.7658,1.8486,0.784,0.7335,0.0051,0.0028,0.538,0.9945,Siit_Pistachio
60862.0,1817.616,412.3453,245.1447,0.8041,278.3737,0.8077,,0.6184,1.682,0.2315,0.6751,0.0068,0.004,0.4558,0.7666,Siit_Pistachio
97738.0,1311.45,504.8268,250.314,0.8684,352.7661,0.9687,100898.0,,,0.7141,0.6988,0.0052,,0.4883,0.9848,Siit_Pistachio
61137.0,1517.489,392.1009,212.6747,0.8401,279.0019,0.9021,67771.0,0.692,1.8437,0.3336,0.7116,,0.0035,0.5063,,Kirmizi_Pistachio
88211.0,1271.2581,443.9895,256.7293,,335.1324,0.9665,91270.0,,1.7294,0.6859,0.7548,,0.0029,0.5698,,Siit_Pistachio
79694.0,1112.745,428.4856,238.0992,0.8314,318.5428,0.9841,80978.0,0.687,1.7996,0.8088,0.7434,0.0054,0.003,0.5527,0.9946,Siit_Pistachio
78115.0,1238.623,492.33,204.9987,0.9092,315.3714,0.9616,81236.0,0.7105,2.4016,,0.6406,,0.0026,0.4103,0.9855,Kirmizi_Pistachio
60808.0,1542.349,,,0.8238,278.2502,0.9125,66636.0,0.7139,1.7642,0.3212,0.7224,0.0063,0.0036,0.5218,,Kirmizi_Pistachio
88714.0,1243.559,456.6076,248.3919,0.8391,336.0865,0.9823,90308.0,0.7341,1.8383,0.7209,0.7361,0.0051,0.0028,0.5418,0.9959,Siit_Pistachio
95261.0,,431.1771,288.6929,0.7428,348.2672,0.9591,99324.0,0.7912,,0.5949,0.8077,0.0045,0.003,0.6524,0.9744,Siit_Pistachio
72019.0,1157.78,,204.9673,,302.8159,0.975,73869.0,0.753,2.1968,0.6752,0.6725,0.0063,0.0028,0.4523,0.9936,Kirmizi_Pistachio
78524.0,1121.854,449.9406,225.9792,0.8647,,0.983,79880.0,0.7807,1.9911,0.784,0.7028,0.0057,0.0029,0.4939,0.9833,Kirmizi_Pistachio
89379.0,1250.196,480.1813,242.6649,0.8629,337.3438,0.9573,93365.0,0.7632,1.9788,0.7186,,,0.0027,0.4936,0.9766,Kirmizi_Pistachio
81524.0,,454.9424,232.0323,0.8602,322.1794,0.9618,84760.0,0.7146,1.9607,0.5735,0.7082,0.0056,0.0028,0.5015,0.9833,Kirmizi_Pistachio
86915.0,1396.157,402.2745,,0.6916,332.6614,0.9229,94178.0,,1.3846,0.5603,,,0.0033,0.6838,0.9468,Siit_Pistachio
81654.0,2620.5161,424.6518,,0.7451,322.4362,0.8593,95019.0,0.6619,,0.1494,,0.0052,0.0035,0.5765,0.8645,Siit_Pistachio
68066.0,1108.722,443.1064,206.4925,0.8848,294.3881,0.9173,74203.0,0.774,2.1459,0.6958,0.6644,0.0065,0.003,0.4414,0.9472,Kirmizi_Pistachio
81061.0,1692.101,457.3645,236.0149,0.8566,321.2632,0.8837,91729.0,0.6486,1.9379,0.3558,0.7024,0.0056,0.0029,0.4934,0.9561,Kirmizi_Pistachio
62437.0,1032.275,385.8201,209.2055,,281.9526,0.9852,63377.0,0.7059,1.8442,0.7363,0.7308,0.0062,0.0034,0.5341,0.9849,Kirmizi_Pistachio
80126.0,,469.2585,223.1923,,319.4051,0.9537,84017.0,0.7214,2.1025,0.3727,,0.0059,0.0028,0.4633,0.9741,Kirmizi_Pistachio
85975.0,1238.7791,430.6008,255.1724,0.8055,330.8576,0.9805,87687.0,0.7504,1.6875,0.704,0.7684,0.005,0.003,0.5904,0.9963,Siit_Pistachio
95526.0,1284.6899,479.6198,258.1219,0.8428,348.7513,0.9697,98507.0,,1.8581,0.7273,,0.005,0.0027,0.5287,0.9824,Siit_Pistachio
71332.0,1140.748,428.3089,217.4237,0.8616,301.3681,0.9542,74754.0,0.7439,1.9699,0.6888,0.7036,0.006,0.003,0.4951,0.9753,
99320.0,1427.223,491.8833,260.1354,0.8487,355.6096,0.9688,102517.0,0.7763,,0.6127,0.723,0.005,,0.5227,0.9883,Siit_Pistachio
71061.0,1052.917,419.1131,217.3003,0.8551,,0.9906,,0.7459,,0.8055,0.7177,0.0059,0.0031,0.5151,0.9935,Kirmizi_Pistachio
74947.0,1074.4301,407.2418,,0.8109,308.9102,0.9794,76522.0,0.6641,1.7087,0.8158,0.7585,0.0054,0.0032,0.5754,0.9832,Kirmizi_Pistachio
58786.0,2212.365,432.6855,217.2868,0.8648,273.5848,0.7627,77076.0,0.602,1.9913,0.1509,0.6323,0.0074,0.0037,0.3998,0.7961,Kirmizi_Pistachio
97711.0,1220.358,466.2684,267.6838,0.8188,352.7173,0.9905,,0.7555,1.7419,0.8245,0.7565,0.0048,0.0027,0.5722,0.9968,
77232.0,1117.431,439.6949,230.5794,0.8515,313.5839,0.9518,81139.0,0.7547,1.9069,0.7773,0.7132,0.0057,0.003,0.5086,0.9699,Kirmizi_Pistachio
90941.0,1208.355,456.3026,257.1601,0.8261,340.2788,0.9868,92161.0,0.7675,1.7744,0.7827,0.7457,,0.0028,0.5561,0.9868,Kirmizi_Pistachio
73148.0,1309.843,469.0491,208.3141,0.896,305.1801,0.9376,78014.0,0.6341,2.2516,0.5358,0.6506,0.0064,0.0028,0.4233,0.9532,Kirmizi_Pistachio
112216.0,1325.073,481.8114,297.6589,0.7863,377.9919,0.9872,113672.0,0.7722,1.6187,0.8031,0.7845,,0.0027,0.6155,0.9963,Siit_Pistachio
,,412.6714,224.5417,0.839,295.1785,0.9334,73313.0,0.6943,1.8378,0.6943,,,,0.5116,0.9403,Siit_Pistachio
92765.0,2088.561,462.1984,302.1831,0.7567,343.6743,0.8718,106412.0,,1.5295,0.2672,,0.005,0.0033,0.5529,0.8457,Siit_Pistachio
90762.0,1142.96,387.2433,301.202,0.6285,339.9438,0.9838,92260.0,0.7847,1.2857,0.8731,0.8779,0.0043,0.0033,0.7706,0.9908,Siit_Pistachio
90363.0,,525.7838,220.5682,0.9078,339.1957,0.9769,92503.0,0.7185,2.3838,0.6851,0.6451,0.0058,0.0024,0.4162,0.9921,Kirmizi_Pistachio
83496.0,,425.7267,260.0402,0.7918,326.0528,0.9433,,0.6799,1.6372,0.3119,0.7659,0.0051,,0.5866,0.9603,Siit_Pistachio
